STCOUNTYFP,STNAME,CTYNAME,POPESTIMATE2013
45055,South Carolina,Kershaw County,62592
45057,South Carolina,Lancaster County,80649
45059,South Carolina,Laurens County,66149
45061,South Carolina,Lee County,18381
45063,South Carolina,Lexington County,273248
45065,South Carolina,McCormick County,9873
45067,South Carolina,Marion County,32082
45069,South Carolina,Marlboro County,28060
45071,South Carolina,Newberry County,37461
45073,South Carolina,Oconee County,74937
45075,South Carolina,Orangeburg County,90673
45077,South Carolina,Pickens County,119249
45079,South Carolina,Richland County,396757
45081,South Carolina,Saluda County,20062
45083,South Carolina,Spartanburg County,290414
45085,South Carolina,Sumter County,107747
45087,South Carolina,Union County,28004
45089,South Carolina,Williamsburg County,33074
45091,South Carolina,York County,238605
46000,South Dakota,South Dakota,842316
46003,South Dakota,Aurora County,2715
46005,South Dakota,Beadle County,18201
46007,South Dakota,Bennett County,3463
46009,South Dakota,Bon Homme County,6983
46011,South Dakota,Brookings County,33016
46013,South Dakota,Brown County,38136
46015,South Dakota,Brule County,5359
46017,South Dakota,Buffalo County,2025
46019,South Dakota,Butte County,10281
46021,South Dakota,Campbell County,1368
46023,South Dakota,Charles Mix County,9187
46025,South Dakota,Clark County,3625
46027,South Dakota,Clay County,13896
46029,South Dakota,Codington County,27863
46031,South Dakota,Corson County,4208
46033,South Dakota,Custer County,8404
46035,South Dakota,Davison County,19941
46037,South Dakota,Day County,5575
46039,South Dakota,Deuel County,4310
46041,South Dakota,Dewey County,5586
46043,South Dakota,Douglas County,2974
46045,South Dakota,Edmunds County,4023
46047,South Dakota,Fall River County,6806
46049,South Dakota,Faulk County,2349
46051,South Dakota,Grant County,7386
46053,South Dakota,Gregory County,4232
46055,South Dakota,Haakon County,1881
46057,South Dakota,Hamlin County,5928
46059,South Dakota,Hand County,3376
46061,South Dakota,Hanson County,3402
46063,South Dakota,Harding County,1259
46065,South Dakota,Hughes County,17428
46067,South Dakota,Hutchinson County,7190
46069,South Dakota,Hyde County,1379
46071,South Dakota,Jackson County,3233
46073,South Dakota,Jerauld County,2070
46075,South Dakota,Jones County,972
46077,South Dakota,Kingsbury County,5065
46079,South Dakota,Lake County,11910
46081,South Dakota,Lawrence County,24939
46083,South Dakota,Lincoln County,49891
46085,South Dakota,Lyman County,3848
46087,South Dakota,McCook County,5594
46089,South Dakota,McPherson County,2424
46091,South Dakota,Marshall County,4795
46093,South Dakota,Meade County,26401
46095,South Dakota,Mellette County,2047
46097,South Dakota,Miner County,2312
46099,South Dakota,Minnehaha County,177981
46101,South Dakota,Moody County,6451
46102,South Dakota,Oglala Lakota County,14126
46103,South Dakota,Pennington County,105919
46105,South Dakota,Perkins County,3025
46107,South Dakota,Potter County,2357
46109,South Dakota,Roberts County,10238
46111,South Dakota,Sanborn County,2325
46115,South Dakota,Spink County,6666
46117,South Dakota,Stanley County,2979
46119,South Dakota,Sully County,1435
46121,South Dakota,Todd County,9994
46123,South Dakota,Tripp County,5523
46125,South Dakota,Turner County,8306
46127,South Dakota,Union County,14759
46129,South Dakota,Walworth County,5484
46135,South Dakota,Yankton County,22641
46137,South Dakota,Ziebach County,2851
47000,Tennessee,Tennessee,6494340
47001,Tennessee,Anderson County,75299
47003,Tennessee,Bedford County,45565
47005,Tennessee,Benton County,16360
47007,Tennessee,Bledsoe County,13910
47009,Tennessee,Blount County,124874
47011,Tennessee,Bradley County,101778
47013,Tennessee,Campbell County,40247
47015,Tennessee,Cannon County,13700
47017,Tennessee,Carroll County,28606
47019,Tennessee,Carter County,56978
47021,Tennessee,Cheatham County,39340
47023,Tennessee,Chester County,17116
47025,Tennessee,Claiborne County,31627
47027,Tennessee,Clay County,7688
47029,Tennessee,Cocke County,35400
47031,Tennessee,Coffee County,53298
47033,Tennessee,Crockett County,14610
47035,Tennessee,Cumberland County,57438
47037,Tennessee,Davidson County,660179
47039,Tennessee,Decatur County,11696
47041,Tennessee,DeKalb County,19150
47043,Tennessee,Dickson County,50164
47045,Tennessee,Dyer County,38093
47047,Tennessee,Fayette County,38812
47049,Tennessee,Fentress County,17904
47051,Tennessee,Franklin County,41213
47053,Tennessee,Gibson County,49380
47055,Tennessee,Giles County,28801
47057,Tennessee,Grainger County,22739
47059,Tennessee,Greene County,68336
47061,Tennessee,Grundy County,13449
47063,Tennessee,Hamblen County,63051
47065,Tennessee,Hamilton County,349050
47067,Tennessee,Hancock County,6621
47069,Tennessee,Hardeman County,26360
47071,Tennessee,Hardin County,25925
47073,Tennessee,Hawkins County,56696
47075,Tennessee,Haywood County,18234
47077,Tennessee,Henderson County,28042
47079,Tennessee,Henry County,32250
47081,Tennessee,Hickman County,24207
47083,Tennessee,Houston County,8276
47085,Tennessee,Humphreys County,18244
47087,Tennessee,Jackson County,11561
47089,Tennessee,Jefferson County,52134
47091,Tennessee,Johnson County,18014
47093,Tennessee,Knox County,444314
47095,Tennessee,Lake County,7713
47097,Tennessee,Lauderdale County,27573
47099,Tennessee,Lawrence County,42028
47101,Tennessee,Lewis County,11994
47103,Tennessee,Lincoln County,33499
47105,Tennessee,Loudon County,50386
47107,Tennessee,McMinn County,52431
47109,Tennessee,McNairy County,26035
47111,Tennessee,Macon County,22637
47113,Tennessee,Madison County,98730
47115,Tennessee,Marion County,28326
47117,Tennessee,Marshall County,31140
47119,Tennessee,Maury County,83618
47121,Tennessee,Meigs County,11659
47123,Tennessee,Monroe County,45228
47125,Tennessee,Montgomery County,184252
47127,Tennessee,Moore County,6274
47129,Tennessee,Morgan County,21673
47131,Tennessee,Obion County,31017
47133,Tennessee,Overton County,21969
47135,Tennessee,Perry County,7880
47137,Tennessee,Pickett County,5013
47139,Tennessee,Polk County,16632
47141,Tennessee,Putnam County,74095
47143,Tennessee,Rhea County,32529
47145,Tennessee,Roane County,53161
47147,Tennessee,Robertson County,67412
47149,Tennessee,Rutherford County,281148
47151,Tennessee,Scott County,22062
47153,Tennessee,Sequatchie County,14537
47155,Tennessee,Sevier County,93477
47157,Tennessee,Shelby County,938363
47159,Tennessee,Smith County,19117
47161,Tennessee,Stewart County,13277
47163,Tennessee,Sullivan County,156185
47165,Tennessee,Sumner County,168754
47167,Tennessee,Tipton County,61572
47169,Tennessee,Trousdale County,7810
47171,Tennessee,Unicoi County,18095
47173,Tennessee,Union County,19063
47175,Tennessee,Van Buren County,5574
47177,Tennessee,Warren County,39875
47179,Tennessee,Washington County,125397
47181,Tennessee,Wayne County,16920
47183,Tennessee,Weakley County,34155
47185,Tennessee,White County,26193
47187,Tennessee,Williamson County,199143
47189,Tennessee,Wilson County,121990
48000,Texas,Texas,26480266
48001,Texas,Anderson County,57960
48003,Texas,Andrews County,16779
48005,Texas,Angelina County,87312
48007,Texas,Aransas County,23889
48009,Texas,Archer County,8801
48011,Texas,Armstrong County,1940
48013,Texas,Atascosa County,47021
48015,Texas,Austin County,28679
48017,Texas,Bailey County,7124
48019,Texas,Bandera County,20557
48021,Texas,Bastrop County,75814
48023,Texas,Baylor County,3577
48025,Texas,Bee County,32810
48027,Texas,Bell County,327028
48029,Texas,Bexar County,1821328
48031,Texas,Blanco County,10636
48033,Texas,Borden County,646
48035,Texas,Bosque County,17863
48037,Texas,Bowie County,93374
48039,Texas,Brazoria County,329890
48041,Texas,Brazos County,204116
48043,Texas,Brewster County,9287
48045,Texas,Briscoe County,1562
48047,Texas,Brooks County,7259
48049,Texas,Brown County,37671
48051,Texas,Burleson County,17269
48053,Texas,Burnet County,43580
48055,Texas,Caldwell County,39201
48057,Texas,Calhoun County,21729
48059,Texas,Callahan County,13502
48061,Texas,Cameron County,417357
48063,Texas,Camp County,12462
48065,Texas,Carson County,5988
48067,Texas,Cass County,30237
48069,Texas,Castro County,8120
48071,Texas,Chambers County,37367
48073,Texas,Cherokee County,51093
48075,Texas,Childress County,7055
48077,Texas,Clay County,10455
48079,Texas,Cochran County,3009
48081,Texas,Coke County,3180
48083,Texas,Coleman County,8526
48085,Texas,Collin County,856398
48087,Texas,Collingsworth County,3100
48089,Texas,Colorado County,20717
48091,Texas,Comal County,118627
48093,Texas,Comanche County,13554
48095,Texas,Concho County,4122
48097,Texas,Cooke County,38456
48099,Texas,Coryell County,76761
48101,Texas,Cottle County,1442
48103,Texas,Crane County,4718
48105,Texas,Crockett County,3763
48107,Texas,Crosby County,5924
48109,Texas,Culberson County,2306
48111,Texas,Dallam County,7110
48113,Texas,Dallas County,2484486
48115,Texas,Dawson County,13219
48117,Texas,Deaf Smith County,19180
48119,Texas,Delta County,5120
48121,Texas,Denton County,728624
48123,Texas,DeWitt County,20377
48125,Texas,Dickens County,2297
48127,Texas,Dimmit County,10894
48129,Texas,Donley County,3561
48131,Texas,Duval County,11581
48133,Texas,Eastland County,18279
48135,Texas,Ector County,149656
48137,Texas,Edwards County,1899
48139,Texas,Ellis County,155928
48141,Texas,El Paso County,830864
48143,Texas,Erath County,39886
48145,Texas,Falls County,17242
48147,Texas,Fannin County,33510
48149,Texas,Fayette County,24721
48151,Texas,Fisher County,3859
48153,Texas,Floyd County,6245
48155,Texas,Foard County,1286
48157,Texas,Fort Bend County,651847
48159,Texas,Franklin County,10615
48161,Texas,Freestone County,19597
48163,Texas,Frio County,18400
48165,Texas,Gaines County,18807
48167,Texas,Galveston County,306589
48169,Texas,Garza County,6371
48171,Texas,Gillespie County,25363
48173,Texas,Glasscock County,1271
48175,Texas,Goliad County,7452
48177,Texas,Gonzales County,20143
48179,Texas,Gray County,22996
48181,Texas,Grayson County,122362
48183,Texas,Gregg County,123233
48185,Texas,Grimes County,26792
48187,Texas,Guadalupe County,142881
48189,Texas,Hale County,35676
48191,Texas,Hall County,3164
48193,Texas,Hamilton County,8241
48195,Texas,Hansford County,5547
48197,Texas,Hardeman County,4065
48199,Texas,Hardin County,55305
48201,Texas,Harris County,4353187
48203,Texas,Harrison County,66267
48205,Texas,Hartley County,5999
48207,Texas,Haskell County,5901
48209,Texas,Hays County,176035
48211,Texas,Hemphill County,4153
48213,Texas,Henderson County,78669
48215,Texas,Hidalgo County,818619
48217,Texas,Hill County,34851
48219,Texas,Hockley County,23408
48221,Texas,Hood County,52860
48223,Texas,Hopkins County,35299
48225,Texas,Houston County,22809
48227,Texas,Howard County,36185
48229,Texas,Hudspeth County,3339
48231,Texas,Hunt County,87429
48233,Texas,Hutchinson County,21921
48235,Texas,Irion County,1610
48237,Texas,Jack County,8951
48239,Texas,Jackson County,14610
48241,Texas,Jasper County,35617
48243,Texas,Jeff Davis County,2231
48245,Texas,Jefferson County,253079
48247,Texas,Jim Hogg County,5263
48249,Texas,Jim Wells County,41681
48251,Texas,Johnson County,154535
48253,Texas,Jones County,20044
48255,Texas,Karnes County,14727
48257,Texas,Kaufman County,108248
48259,Texas,Kendall County,37133
48261,Texas,Kenedy County,438
48263,Texas,Kent County,782
48265,Texas,Kerr County,49787
48267,Texas,Kimble County,4461
48269,Texas,King County,273
48271,Texas,Kinney County,3632
48273,Texas,Kleberg County,32021
48275,Texas,Knox County,3722
48277,Texas,Lamar County,49092
48279,Texas,Lamb County,13663
48281,Texas,Lampasas County,20142
48283,Texas,La Salle County,7444
48285,Texas,Lavaca County,19631
48287,Texas,Lee County,16545
48289,Texas,Leon County,16620
48291,Texas,Liberty County,76849
48293,Texas,Limestone County,23440
48295,Texas,Lipscomb County,3490
48297,Texas,Live Oak County,11817
48299,Texas,Llano County,19509
48301,Texas,Loving County,106
48303,Texas,Lubbock County,289515
48305,Texas,Lynn County,5728
48307,Texas,McCulloch County,8243
48309,Texas,McLennan County,241443
48311,Texas,McMullen County,760
48313,Texas,Madison County,13820
48315,Texas,Marion County,10277
48317,Texas,Martin County,5272
48319,Texas,Mason County,4120
48321,Texas,Matagorda County,36500
48323,Texas,Maverick County,56532
48325,Texas,Medina County,47238
48327,Texas,Menard County,2137
48329,Texas,Midland County,152356
48331,Texas,Milam County,24090
48333,Texas,Mills County,4872
48335,Texas,Mitchell County,8999
48337,Texas,Montague County,19387
48339,Texas,Montgomery County,498392
48341,Texas,Moore County,22146
48343,Texas,Morris County,12680
48345,Texas,Motley County,1192
48347,Texas,Nacogdoches County,65193
48349,Texas,Navarro County,48036
48351,Texas,Newton County,14341
48353,Texas,Nolan County,15068
48355,Texas,Nueces County,352946
48357,Texas,Ochiltree County,10704
48359,Texas,Oldham County,2088
48361,Texas,Orange County,82811
48363,Texas,Palo Pinto County,27886
48365,Texas,Panola County,23790
48367,Texas,Parker County,119785
48369,Texas,Parmer County,9986
48371,Texas,Pecos County,15660
48373,Texas,Polk County,45522
48375,Texas,Potter County,122127
48377,Texas,Presidio County,7386
48379,Texas,Rains County,11033
48381,Texas,Randall County,126753
48383,Texas,Reagan County,3633
48385,Texas,Real County,3318
48387,Texas,Red River County,12487
48389,Texas,Reeves County,14494
48391,Texas,Refugio County,7279
48393,Texas,Roberts County,919
48395,Texas,Robertson County,16431
48397,Texas,Rockwall County,84670
48399,Texas,Runnels County,10196
48401,Texas,Rusk County,53332
48403,Texas,Sabine County,10424
48405,Texas,San Augustine County,8663
48407,Texas,San Jacinto County,26731
48409,Texas,San Patricio County,66134
48411,Texas,San Saba County,5960
48413,Texas,Schleicher County,3191
48415,Texas,Scurry County,17272
48417,Texas,Shackelford County,3375
48419,Texas,Shelby County,25977
48421,Texas,Sherman County,3070
48423,Texas,Smith County,216475
48425,Texas,Somervell County,8566
48427,Texas,Starr County,62381
48429,Texas,Stephens County,9371
48431,Texas,Sterling County,1229
48433,Texas,Stonewall County,1418
48435,Texas,Sutton County,3982
48437,Texas,Swisher County,7720
48439,Texas,Tarrant County,1912767
48441,Texas,Taylor County,133927
48443,Texas,Terrell County,891
48445,Texas,Terry County,12713
48447,Texas,Throckmorton County,1606
48449,Texas,Titus County,32587
48451,Texas,Tom Green County,114680
48453,Texas,Travis County,1122248
48455,Texas,Trinity County,14445
48457,Texas,Tyler County,21508
48459,Texas,Upshur County,39757
48461,Texas,Upton County,3386
48463,Texas,Uvalde County,26904
48465,Texas,Val Verde County,49044
48467,Texas,Van Zandt County,52328
48469,Texas,Victoria County,90066
48471,Texas,Walker County,69404
48473,Texas,Waller County,45408
48475,Texas,Ward County,11205
48477,Texas,Washington County,34201
48479,Texas,Webb County,264430
48481,Texas,Wharton County,41122
48483,Texas,Wheeler County,5716
48485,Texas,Wichita County,132192
48487,Texas,Wilbarger County,13204
48489,Texas,Willacy County,22019
48491,Texas,Williamson County,470017
48493,Texas,Wilson County,45217
48495,Texas,Winkler County,7635
48497,Texas,Wise County,61019
48499,Texas,Wood County,42346
48501,Texas,Yoakum County,8222
48503,Texas,Young County,18354
48505,Texas,Zapata County,14385
48507,Texas,Zavala County,12195
49000,Utah,Utah,2897640
49001,Utah,Beaver County,6457
49003,Utah,Box Elder County,50727
49005,Utah,Cache County,117025
49007,Utah,Carbon County,20903
49009,Utah,Daggett County,1140
49011,Utah,Davis County,322228
49013,Utah,Duchesne County,19960
49015,Utah,Emery County,10759
49017,Utah,Garfield County,5029
49019,Utah,Grand County,9376
49021,Utah,Iron County,46530
49023,Utah,Juab County,10261
49025,Utah,Kane County,7124
49027,Utah,Millard County,12555
49029,Utah,Morgan County,10207
49031,Utah,Piute County,1488
49033,Utah,Rich County,2263
49035,Utah,Salt Lake County,1079392
49037,Utah,San Juan County,14988
49039,Utah,Sanpete County,28128
49041,Utah,Sevier County,20747
49043,Utah,Summit County,38420
49045,Utah,Tooele County,60633
49047,Utah,Uintah County,35682
49049,Utah,Utah County,551273
49051,Utah,Wasatch County,26584
49053,Utah,Washington County,146987
49055,Utah,Wayne County,2712
49057,Utah,Weber County,238062
50000,Vermont,Vermont,626210
50001,Vermont,Addison County,36934
50003,Vermont,Bennington County,36534
50005,Vermont,Caledonia County,31044
50007,Vermont,Chittenden County,159432
50009,Vermont,Essex County,6193
50011,Vermont,Franklin County,48407
50013,Vermont,Grand Isle County,6988
50015,Vermont,Lamoille County,25111
50017,Vermont,Orange County,28848
50019,Vermont,Orleans County,27135
50021,Vermont,Rutland County,60488
50023,Vermont,Washington County,59218
50025,Vermont,Windham County,43885
50027,Vermont,Windsor County,55993
51000,Virginia,Virginia,8252427
51001,Virginia,Accomack County,32969
51003,Virginia,Albemarle County,102270
51005,Virginia,Alleghany County,15923
51007,Virginia,Amelia County,12656
51009,Virginia,Amherst County,32317
51011,Virginia,Appomattox County,15320
51013,Virginia,Arlington County,224894
51015,Virginia,Augusta County,73842
51017,Virginia,Bath County,4592
51019,Virginia,Bedford County,76177
51021,Virginia,Bland County,6673
51023,Virginia,Botetourt County,32994
51025,Virginia,Brunswick County,16984
51027,Virginia,Buchanan County,23625
51029,Virginia,Buckingham County,17150
51031,Virginia,Campbell County,55078
51033,Virginia,Caroline County,29248
51035,Virginia,Carroll County,29909
51036,Virginia,Charles City County,7072
51037,Virginia,Charlotte County,12279
51041,Virginia,Chesterfield County,327612
51043,Virginia,Clarke County,14253
51045,Virginia,Craig County,5138
51047,Virginia,Culpeper County,48606
51049,Virginia,Cumberland County,9848
51051,Virginia,Dickenson County,15526
51053,Virginia,Dinwiddie County,28084
51057,Virginia,Essex County,11161
51059,Virginia,Fairfax County,1131784
51061,Virginia,Fauquier County,67139
51063,Virginia,Floyd County,15482
51065,Virginia,Fluvanna County,25825
51067,Virginia,Franklin County,56269
51069,Virginia,Frederick County,81474
51071,Virginia,Giles County,16988
51073,Virginia,Gloucester County,36768
51075,Virginia,Goochland County,21565
51077,Virginia,Grayson County,15128
51079,Virginia,Greene County,18848
51081,Virginia,Greensville County,11689
51083,Virginia,Halifax County,35386
51085,Virginia,Hanover County,101065
51087,Virginia,Henrico County,318640
51089,Virginia,Henry County,52748
51091,Virginia,Highland County,2205
51093,Virginia,Isle of Wight County,35526
51095,Virginia,James City County,70612
51097,Virginia,King and Queen County,7029
51099,Virginia,King George County,24897
51101,Virginia,King William County,16092
51103,Virginia,Lancaster County,10959
51105,Virginia,Lee County,25080
51107,Virginia,Loudoun County,349915
51109,Virginia,Louisa County,33987
51111,Virginia,Lunenburg County,12532
51113,Virginia,Madison County,13090
51115,Virginia,Mathews County,8898
51117,Virginia,Mecklenburg County,31239
51119,Virginia,Middlesex County,10781
51121,Virginia,Montgomery County,96589
51125,Virginia,Nelson County,14800
51127,Virginia,New Kent County,19516
51131,Virginia,Northampton County,12030
51133,Virginia,Northumberland County,12298
51135,Virginia,Nottoway County,15637
51137,Virginia,Orange County,34620
51139,Virginia,Page County,23723
51141,Virginia,Patrick County,18249
51143,Virginia,Pittsylvania County,62554
51145,Virginia,Powhatan County,28300
51147,Virginia,Prince Edward County,22714
51149,Virginia,Prince George County,37333
51153,Virginia,Prince William County,437735
51155,Virginia,Pulaski County,34546
51157,Virginia,Rappahannock County,7428
51159,Virginia,Richmond County,8952
51161,Virginia,Roanoke County,93311
51163,Virginia,Rockbridge County,22328
51165,Virginia,Rockingham County,77419
51167,Virginia,Russell County,28336
51169,Virginia,Scott County,22768
51171,Virginia,Shenandoah County,42506
51173,Virginia,Smyth County,31772
51175,Virginia,Southampton County,18329
51177,Virginia,Spotsylvania County,127392
51179,Virginia,Stafford County,135923
51181,Virginia,Surry County,6787
51183,Virginia,Sussex County,11766
51185,Virginia,Tazewell County,44017
51187,Virginia,Warren County,38500
51191,Virginia,Washington County,54776
51193,Virginia,Westmoreland County,17552
51195,Virginia,Wise County,40662
51197,Virginia,Wythe County,29282
51199,Virginia,York County,65980
51510,Virginia,Alexandria city,149637
51520,Virginia,Bristol city,17386
51530,Virginia,Buena Vista city,6652
51540,Virginia,Charlottesville city,45012
51550,Virginia,Chesapeake city,230327
51570,Virginia,Colonial Heights city,17487
51580,Virginia,Covington city,5827
51590,Virginia,Danville city,42623
51595,Virginia,Emporia city,5693
51600,Virginia,Fairfax city,23230
51610,Virginia,Falls Church city,13360
51620,Virginia,Franklin city,8536
51630,Virginia,Fredericksburg city,27818
51640,Virginia,Galax city,6931
51650,Virginia,Hampton city,137332
51660,Virginia,Harrisonburg city,51537
51670,Virginia,Hopewell city,22161
51678,Virginia,Lexington city,7146
51680,Virginia,Lynchburg city,77940
51683,Virginia,Manassas city,41082
51685,Virginia,Manassas Park city,15896
51690,Virginia,Martinsville city,13416
51700,Virginia,Newport News city,181275
51710,Virginia,Norfolk city,245468
51720,Virginia,Norton city,4099
51730,Virginia,Petersburg city,32311
51735,Virginia,Poquoson city,12094
51740,Virginia,Portsmouth city,96075
51750,Virginia,Radford city,17117
51760,Virginia,Richmond city,213860
51770,Virginia,Roanoke city,98849
51775,Virginia,Salem city,25317
51790,Virginia,Staunton city,24101
51800,Virginia,Suffolk city,85751
51810,Virginia,Virginia Beach city,447706
51820,Virginia,Waynesboro city,21167
51830,Virginia,Williamsburg city,14617
51840,Virginia,Winchester city,27321
53000,Washington,Washington,6963985
53001,Washington,Adams County,19098
53003,Washington,Asotin County,22129
53005,Washington,Benton County,184318
53007,Washington,Chelan County,73723
53009,Washington,Clallam County,72046
53011,Washington,Clark County,441341
53013,Washington,Columbia County,4002
53015,Washington,Cowlitz County,101483
53017,Washington,Douglas County,39387
53019,Washington,Ferry County,7594
53021,Washington,Franklin County,86448
53023,Washington,Garfield County,2237
53025,Washington,Grant County,91701
53027,Washington,Grays Harbor County,71046
53029,Washington,Island County,78198
53031,Washington,Jefferson County,30004
53033,Washington,King County,2047223
53035,Washington,Kitsap County,252401
53037,Washington,Kittitas County,41828
53039,Washington,Klickitat County,20871
53041,Washington,Lewis County,74962
53043,Washington,Lincoln County,10295
53045,Washington,Mason County,60474
53047,Washington,Okanogan County,41053
53049,Washington,Pacific County,20442
53051,Washington,Pend Oreille County,12885
53053,Washington,Pierce County,821012
53055,Washington,San Juan County,15909
53057,Washington,Skagit County,118255
53059,Washington,Skamania County,11308
53061,Washington,Snohomish County,744112
53063,Washington,Spokane County,478332
53065,Washington,Stevens County,43271
53067,Washington,Thurston County,261852
53069,Washington,Wahkiakum County,4034
53071,Washington,Walla Walla County,59361
53073,Washington,Whatcom County,206073
53075,Washington,Whitman County,46792
53077,Washington,Yakima County,246485
54000,West Virginia,West Virginia,1853914
54001,West Virginia,Barbour County,16871
54003,West Virginia,Berkeley County,108495
54005,West Virginia,Boone County,24089
54007,West Virginia,Braxton County,14385
54009,West Virginia,Brooke County,23589
54011,West Virginia,Cabell County,97026
54013,West Virginia,Calhoun County,7548
54015,West Virginia,Clay County,9139
54017,West Virginia,Doddridge County,8549
54019,West Virginia,Fayette County,45557
54021,West Virginia,Gilmer County,8622
54023,West Virginia,Grant County,11740
54025,West Virginia,Greenbrier County,35798
54027,West Virginia,Hampshire County,23483
54029,West Virginia,Hancock County,30382
54031,West Virginia,Hardy County,13968
54033,West Virginia,Harrison County,68907
54035,West Virginia,Jackson County,29193
54037,West Virginia,Jefferson County,55001
54039,West Virginia,Kanawha County,191539
54041,West Virginia,Lewis County,16480
54043,West Virginia,Lincoln County,21452
54045,West Virginia,Logan County,35933
54047,West Virginia,McDowell County,20958
54049,West Virginia,Marion County,56723
54051,West Virginia,Marshall County,32643
54053,West Virginia,Mason County,27144
54055,West Virginia,Mercer County,61911
54057,West Virginia,Mineral County,27691
54059,West Virginia,Mingo County,26013
54061,West Virginia,Monongalia County,102266
54063,West Virginia,Monroe County,13520
54065,West Virginia,Morgan County,17445
54067,West Virginia,Nicholas County,25948
54069,West Virginia,Ohio County,43732
54071,West Virginia,Pendleton County,7375
54073,West Virginia,Pleasants County,7518
54075,West Virginia,Pocahontas County,8680
54077,West Virginia,Preston County,33682
54079,West Virginia,Putnam County,56492
54081,West Virginia,Raleigh County,78799
54083,West Virginia,Randolph County,29522
54085,West Virginia,Ritchie County,10147
54087,West Virginia,Roane County,14607
54089,West Virginia,Summers County,13589
54091,West Virginia,Taylor County,16990
54093,West Virginia,Tucker County,7080
54095,West Virginia,Tyler County,9007
54097,West Virginia,Upshur County,24601
54099,West Virginia,Wayne County,41840
54101,West Virginia,Webster County,8833
54103,West Virginia,Wetzel County,16112
54105,West Virginia,Wirt County,5838
54107,West Virginia,Wood County,86522
54109,West Virginia,Wyoming County,22940
55000,Wisconsin,Wisconsin,5736754
55001,Wisconsin,Adams County,20413
55003,Wisconsin,Ashland County,15970
55005,Wisconsin,Barron County,45581
55007,Wisconsin,Bayfield County,15113
55009,Wisconsin,Brown County,254211
55011,Wisconsin,Buffalo County,13365
55013,Wisconsin,Burnett County,15269
55015,Wisconsin,Calumet County,49648
55017,Wisconsin,Chippewa County,63088
55019,Wisconsin,Clark County,34538
55021,Wisconsin,Columbia County,56581
55023,Wisconsin,Crawford County,16392
55025,Wisconsin,Dane County,509762
55027,Wisconsin,Dodge County,87933
55029,Wisconsin,Door County,27609
55031,Wisconsin,Douglas County,43760
55033,Wisconsin,Dunn County,44046
55035,Wisconsin,Eau Claire County,101734
55037,Wisconsin,Florence County,4383
55039,Wisconsin,Fond du Lac County,101787
55041,Wisconsin,Forest County,9090
55043,Wisconsin,Grant County,50994
55045,Wisconsin,Green County,36934
55047,Wisconsin,Green Lake County,18880
55049,Wisconsin,Iowa County,23556
55051,Wisconsin,Iron County,5829
55053,Wisconsin,Jackson County,20559
55055,Wisconsin,Jefferson County,84604
55057,Wisconsin,Juneau County,26567
55059,Wisconsin,Kenosha County,167300
55061,Wisconsin,Kewaunee County,20370
55063,Wisconsin,La Crosse County,116881
55065,Wisconsin,Lafayette County,16669
55067,Wisconsin,Langlade County,19408
55069,Wisconsin,Lincoln County,28305
55071,Wisconsin,Manitowoc County,80485
55073,Wisconsin,Marathon County,134884
55075,Wisconsin,Marinette County,41288
55077,Wisconsin,Marquette County,15179
55078,Wisconsin,Menominee County,4383
55079,Wisconsin,Milwaukee County,957443
55081,Wisconsin,Monroe County,45123
55083,Wisconsin,Oconto County,37366
55085,Wisconsin,Oneida County,35558
55087,Wisconsin,Outagamie County,180330
55089,Wisconsin,Ozaukee County,87213
55091,Wisconsin,Pepin County,7347
55093,Wisconsin,Pierce County,40814
55095,Wisconsin,Polk County,43313
55097,Wisconsin,Portage County,70518
55099,Wisconsin,Price County,13738
55101,Wisconsin,Racine County,194680
55103,Wisconsin,Richland County,17827
55105,Wisconsin,Rock County,160341
55107,Wisconsin,Rusk County,14367
55109,Wisconsin,St. Croix County,85643
55111,Wisconsin,Sauk County,62782
55113,Wisconsin,Sawyer County,16474
55115,Wisconsin,Shawano County,41409
55117,Wisconsin,Sheboygan County,114697
55119,Wisconsin,Taylor County,20424
55121,Wisconsin,Trempealeau County,29461
55123,Wisconsin,Vernon County,30089
55125,Wisconsin,Vilas County,21395
55127,Wisconsin,Walworth County,102793
55129,Wisconsin,Washburn County,15661
55131,Wisconsin,Washington County,132929
55133,Wisconsin,Waukesha County,394147
55135,Wisconsin,Waupaca County,52066
55137,Wisconsin,Waushara County,24255
55139,Wisconsin,Winnebago County,169283
55141,Wisconsin,Wood County,73920
56000,Wyoming,Wyoming,582122
56001,Wyoming,Albany County,37556
56003,Wyoming,Big Horn County,11936
56005,Wyoming,Campbell County,48038
56007,Wyoming,Carbon County,15834
56009,Wyoming,Converse County,14366
56011,Wyoming,Crook County,7149
56013,Wyoming,Fremont County,40912
56015,Wyoming,Goshen County,13545
56017,Wyoming,Hot Springs County,4831
56019,Wyoming,Johnson County,8641
56021,Wyoming,Laramie County,95707
56023,Wyoming,Lincoln County,18320
56025,Wyoming,Natrona County,81103
56027,Wyoming,Niobrara County,2544
56029,Wyoming,Park County,29050
56031,Wyoming,Platte County,8710
56033,Wyoming,Sheridan County,29733
56035,Wyoming,Sublette County,10175
56037,Wyoming,Sweetwater County,45157
56039,Wyoming,Teton County,22315
56041,Wyoming,Uinta County,20951
56043,Wyoming,Washakie County,8413
56045,Wyoming,Weston County,7136
