zipcode,MedianFamilyIncome,no_college,category_hotdogs_frac,lapophalfshare,Fresh_FV,soda,bmi,ow,fastfood,white_frac,black_frac,hispanic_frac,category_waterproofing,category_countertopinstall,category_electronics,age,male_frac,fast_food,Treatment
55103,50766.21,0.77553325,0.05987395,0.327416819,0.766230375,0.063113733,27.78854571,0.6,0.314397354,0.294380214,0.307771111,0.083272355,0.000635324,0.001270648,0.00317662,33.77142857,0.342857143,0.314397354,True
55105,108924.42,0.271510291,0.029097963,0.436721365,0.787601393,0.025010225,26.90827755,0.581632653,0.254580125,0.880526568,0.019211623,0.039971975,0.000646831,0.000646831,0.002587322,35.4047619,0.197278912,0.254580125,False
55106,50022.58,0.78604193,0.049840933,0.519865965,0.674174559,0.029287607,29.8029168,0.72,0.303861815,0.366565123,0.135205979,0.125447203,0.001206273,0.0,0.001809409,38.112,0.256,0.303861815,True
55107,47547.89,0.725706184,0.040120361,0.472597563,0.609213401,0.043615747,29.46714648,0.774647887,0.353304845,0.446701502,0.140365774,0.292815153,0.00124533,0.0,0.00249066,37.33802817,0.225352113,0.353304845,True
55110,91848.14,0.609045118,0.032686415,0.872693585,0.635182939,0.032915855,28.60429272,0.712643678,0.306278713,0.89660561,0.015319585,0.022851287,0.00120048,0.004201681,0.00180072,39.25287356,0.210727969,0.306278713,False
55115,115042.75,0.462872537,0.061068702,0.911069945,0.598843992,0.06821113,26.68818592,0.535211268,0.277205802,0.919345867,0.02247191,0.016353321,0.000610874,0.002443494,0.001832621,38.85915493,0.281690141,0.277205802,False
55116,102841.9,0.401077708,0.024880383,0.454584167,0.82463485,0.020843371,27.20674509,0.59375,0.279256422,0.762184976,0.122438213,0.053569254,0.000636537,0.001909612,0.003819223,38.37946429,0.272321429,0.279256422,False
55121,90325.4,0.565087194,0.032352941,0.749918189,0.525307337,0.026240063,28.97523731,0.686567164,0.379110976,0.717996061,0.08370261,0.061053668,0.001212121,0.003030303,0.002424242,36.17910448,0.194029851,0.379110976,False
55122,96164.36,0.533874111,0.02734375,0.793321168,0.614426294,0.036796148,29.11328577,0.723849372,0.338727051,0.721460614,0.094801895,0.067917307,0.0,0.003569304,0.004164188,39.18410042,0.255230126,0.338727051,False
55123,124670.22,0.423819493,0.035433071,0.849189192,0.663761367,0.023645254,27.28488263,0.631355932,0.356878588,0.827583552,0.04038965,0.039696596,0.000586854,0.003521127,0.004107981,38.80084746,0.258474576,0.356878588,False
55124,98393.59,0.566159439,0.03798768,0.870398865,0.667581143,0.031287534,28.08484063,0.666666667,0.35253034,0.810402751,0.059385005,0.043950832,0.0,0.004100762,0.003514938,39.66145833,0.252604167,0.35253034,False
55125,108089.92,0.444206823,0.067538126,0.806660242,0.664353675,0.027502353,27.91807101,0.669662921,0.341276638,0.775919423,0.048327481,0.048766402,0.000594884,0.0,0.001784652,40.15730337,0.276404494,0.341276638,False
55126,101404.76,0.454224621,0.047388781,0.896646173,0.771349363,0.038545914,27.60998719,0.63546798,0.309741829,0.845029795,0.019546817,0.028314419,0.001789976,0.004176611,0.002386635,40.59605911,0.236453202,0.309741829,False
55127,98028.36,0.478790087,0.068041237,0.903943932,0.679009334,0.01544903,28.0506991,0.666666667,0.249819142,0.863048524,0.019343429,0.029733613,0.001207729,0.004227053,0.001811594,40.4883184,0.315315315,0.249819142,False
55129,118964.54,0.351044817,0.054884742,0.936777526,0.685424741,0.030249914,27.44294458,0.626506024,0.297615795,0.730212293,0.085985221,0.051685105,0.000593824,0.0,0.001781473,41.3935743,0.333333333,0.297615795,False
55301,91208.48,0.681472823,0.154419595,0.870465206,0.631186861,0.044681764,29.40714455,0.745454545,0.361668894,0.905537459,0.027115063,0.002553042,0.0,0.002893519,0.001736111,36.87272727,0.254545455,0.361668894,False
55304,99227.11,0.667592264,0.027263875,0.897632646,0.627541213,0.026146573,28.39019851,0.678217822,0.299681834,0.906102013,0.014770001,0.027120058,0.000583771,0.004086398,0.001751313,39.2450495,0.232673267,0.299681834,False
55305,91382.86,0.401566894,0.037617555,0.564309437,0.766065713,0.026832101,27.90042338,0.649350649,0.27468881,0.845774278,0.040629921,0.02167979,0.000619963,0.001239926,0.004959702,38.69480519,0.253246753,0.27468881,False
55311,115123.76,0.427478992,0.017034068,0.881481286,0.701501702,0.015728826,27.3485125,0.6171875,0.286635347,0.818842163,0.045002731,0.021873293,0.001167542,0.002335085,0.001751313,40.31770833,0.307291667,0.286635347,False
55316,101630.65,0.624386826,0.026236125,0.854213233,0.701946992,0.028965606,28.31396634,0.712195122,0.34986507,0.822892724,0.09306699,0.024154791,0.0,0.004664723,0.002332362,39.71707317,0.32195122,0.34986507,False
55317,124921.82,0.395009174,0.016,0.869122741,0.697912788,0.026008428,27.0177199,0.62244898,0.294928875,0.8750648,0.015316462,0.040011311,0.0,0.00250941,0.004391468,39.95408163,0.321428571,0.294928875,False
55318,110336.31,0.553326725,0.089912281,0.864605372,0.66386017,0.028791289,27.79833571,0.630952381,0.331282176,0.846800966,0.02029576,0.076354308,0.0,0.002501563,0.002501563,38.50396825,0.257936508,0.331282176,False
55328,90348.99,0.645711419,0.204,0.884714625,0.663646836,0.03285357,28.0458871,0.677419355,0.34142822,0.957996945,0.0,0.004473053,0.000590319,0.002951594,0.001180638,38.61290323,0.306451613,0.34142822,False
55331,123926.59,0.393310172,0.045351474,0.938942139,0.661355965,0.008575645,26.55948082,0.589041096,0.260552844,0.926618866,0.005993726,0.038146986,0.000609013,0.003045067,0.00365408,40.43835616,0.335616438,0.260552844,False
55340,128946.09,0.496413502,0.01827957,0.950956545,0.66107015,0.006337826,26.38051961,0.431372549,0.346692115,0.855185642,0.004932182,0.071242636,0.001168907,0.002922268,0.002922268,40.66666667,0.37254902,0.346692115,False
55341,102182.42,0.579840849,0.111232279,0.847726292,0.535541239,0.029699008,27.28062,0.633333333,0.363059044,0.9542895,0.000331236,0.024180192,0.000578035,0.003468208,0.001734104,40.5,0.3,0.363059044,False
55343,90401.37,0.550765646,0.02755102,0.661996191,0.657850622,0.034959922,28.67835763,0.672316384,0.348006318,0.633973632,0.172215485,0.084621102,0.0,0.001250782,0.006253909,37.61016949,0.214689266,0.348006318,False
55344,99568.81,0.444086887,0.017578125,0.831077944,0.660920328,0.029680721,29.11495536,0.669642857,0.356113797,0.543942556,0.165459678,0.08972628,0.0,0.001242236,0.00310559,36.64285714,0.267857143,0.356113797,False
55345,122923.5,0.418508638,0.017982018,0.899817457,0.711936064,0.017734469,27.66060909,0.577922078,0.266997228,0.899090868,0.016735266,0.020444163,0.000611621,0.002446483,0.005504587,42.73376623,0.285714286,0.266997228,False
55346,118867.65,0.388706614,0.015904573,0.908798467,0.687284248,0.037266068,27.27855474,0.605839416,0.28759637,0.865739068,0.03282737,0.024816287,0.0,0.001236094,0.004326329,40.23357664,0.284671533,0.28759637,False
55347,141842.24,0.336707022,0.022012579,0.950894645,0.682940701,0.033980523,26.51154903,0.595330739,0.327702982,0.818937644,0.013823821,0.032002639,0.0,0.001850709,0.003084516,39.60311284,0.272373541,0.327702982,False
55352,101907.04,0.699559471,0.056105611,0.906318131,0.611500459,0.029479385,28.93605733,0.706666667,0.394514315,0.91068475,0.014444812,0.070459808,0.0,0.002995806,0.002995806,40.09333333,0.213333333,0.394514315,False
55356,124340.53,0.385887541,0.036158192,0.892892489,0.786698512,0.010498991,26.3490098,0.509803922,0.243777759,0.953758363,0.012593467,0.014757969,0.000613121,0.002452483,0.005518087,42.7254902,0.176470588,0.243777759,False
